sample_id,source_sample_id,true_label,condition,parameter,source_file,raw_page,processed_28x28,input_32x32,normalized_32x32
5_5_02_f20420ee_r02c01__noise_sigma_10,5_5_02_f20420ee_r02c01,5,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/5/5_5_02_f20420ee_r02c01.png,./data/raw/dataset/5_02.jpg,noise/sigma_10/processed_28x28/5/5_5_02_f20420ee_r02c01__noise_sigma_10.png,noise/sigma_10/input_32x32/5/5_5_02_f20420ee_r02c01__noise_sigma_10.png,noise/sigma_10/normalized_32x32/5/5_5_02_f20420ee_r02c01__noise_sigma_10.npy
5_5_02_f20420ee_r02c02__noise_sigma_10,5_5_02_f20420ee_r02c02,5,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/5/5_5_02_f20420ee_r02c02.png,./data/raw/dataset/5_02.jpg,noise/sigma_10/processed_28x28/5/5_5_02_f20420ee_r02c02__noise_sigma_10.png,noise/sigma_10/input_32x32/5/5_5_02_f20420ee_r02c02__noise_sigma_10.png,noise/sigma_10/normalized_32x32/5/5_5_02_f20420ee_r02c02__noise_sigma_10.npy
5_5_02_f20420ee_r02c03__noise_sigma_10,5_5_02_f20420ee_r02c03,5,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/5/5_5_02_f20420ee_r02c03.png,./data/raw/dataset/5_02.jpg,noise/sigma_10/processed_28x28/5/5_5_02_f20420ee_r02c03__noise_sigma_10.png,noise/sigma_10/input_32x32/5/5_5_02_f20420ee_r02c03__noise_sigma_10.png,noise/sigma_10/normalized_32x32/5/5_5_02_f20420ee_r02c03__noise_sigma_10.npy
5_5_02_f20420ee_r02c04__noise_sigma_10,5_5_02_f20420ee_r02c04,5,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/5/5_5_02_f20420ee_r02c04.png,./data/raw/dataset/5_02.jpg,noise/sigma_10/processed_28x28/5/5_5_02_f20420ee_r02c04__noise_sigma_10.png,noise/sigma_10/input_32x32/5/5_5_02_f20420ee_r02c04__noise_sigma_10.png,noise/sigma_10/normalized_32x32/5/5_5_02_f20420ee_r02c04__noise_sigma_10.npy
5_5_02_f20420ee_r03c01__noise_sigma_10,5_5_02_f20420ee_r03c01,5,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/5/5_5_02_f20420ee_r03c01.png,./data/raw/dataset/5_02.jpg,noise/sigma_10/processed_28x28/5/5_5_02_f20420ee_r03c01__noise_sigma_10.png,noise/sigma_10/input_32x32/5/5_5_02_f20420ee_r03c01__noise_sigma_10.png,noise/sigma_10/normalized_32x32/5/5_5_02_f20420ee_r03c01__noise_sigma_10.npy
5_5_02_f20420ee_r03c02__noise_sigma_10,5_5_02_f20420ee_r03c02,5,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/5/5_5_02_f20420ee_r03c02.png,./data/raw/dataset/5_02.jpg,noise/sigma_10/processed_28x28/5/5_5_02_f20420ee_r03c02__noise_sigma_10.png,noise/sigma_10/input_32x32/5/5_5_02_f20420ee_r03c02__noise_sigma_10.png,noise/sigma_10/normalized_32x32/5/5_5_02_f20420ee_r03c02__noise_sigma_10.npy
5_5_02_f20420ee_r03c03__noise_sigma_10,5_5_02_f20420ee_r03c03,5,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/5/5_5_02_f20420ee_r03c03.png,./data/raw/dataset/5_02.jpg,noise/sigma_10/processed_28x28/5/5_5_02_f20420ee_r03c03__noise_sigma_10.png,noise/sigma_10/input_32x32/5/5_5_02_f20420ee_r03c03__noise_sigma_10.png,noise/sigma_10/normalized_32x32/5/5_5_02_f20420ee_r03c03__noise_sigma_10.npy
5_5_02_f20420ee_r03c04__noise_sigma_10,5_5_02_f20420ee_r03c04,5,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/5/5_5_02_f20420ee_r03c04.png,./data/raw/dataset/5_02.jpg,noise/sigma_10/processed_28x28/5/5_5_02_f20420ee_r03c04__noise_sigma_10.png,noise/sigma_10/input_32x32/5/5_5_02_f20420ee_r03c04__noise_sigma_10.png,noise/sigma_10/normalized_32x32/5/5_5_02_f20420ee_r03c04__noise_sigma_10.npy
5_5_02_f20420ee_r04c01__noise_sigma_10,5_5_02_f20420ee_r04c01,5,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/5/5_5_02_f20420ee_r04c01.png,./data/raw/dataset/5_02.jpg,noise/sigma_10/processed_28x28/5/5_5_02_f20420ee_r04c01__noise_sigma_10.png,noise/sigma_10/input_32x32/5/5_5_02_f20420ee_r04c01__noise_sigma_10.png,noise/sigma_10/normalized_32x32/5/5_5_02_f20420ee_r04c01__noise_sigma_10.npy
5_5_02_f20420ee_r04c02__noise_sigma_10,5_5_02_f20420ee_r04c02,5,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/5/5_5_02_f20420ee_r04c02.png,./data/raw/dataset/5_02.jpg,noise/sigma_10/processed_28x28/5/5_5_02_f20420ee_r04c02__noise_sigma_10.png,noise/sigma_10/input_32x32/5/5_5_02_f20420ee_r04c02__noise_sigma_10.png,noise/sigma_10/normalized_32x32/5/5_5_02_f20420ee_r04c02__noise_sigma_10.npy
5_5_02_f20420ee_r04c03__noise_sigma_10,5_5_02_f20420ee_r04c03,5,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/5/5_5_02_f20420ee_r04c03.png,./data/raw/dataset/5_02.jpg,noise/sigma_10/processed_28x28/5/5_5_02_f20420ee_r04c03__noise_sigma_10.png,noise/sigma_10/input_32x32/5/5_5_02_f20420ee_r04c03__noise_sigma_10.png,noise/sigma_10/normalized_32x32/5/5_5_02_f20420ee_r04c03__noise_sigma_10.npy
5_5_02_f20420ee_r04c04__noise_sigma_10,5_5_02_f20420ee_r04c04,5,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/5/5_5_02_f20420ee_r04c04.png,./data/raw/dataset/5_02.jpg,noise/sigma_10/processed_28x28/5/5_5_02_f20420ee_r04c04__noise_sigma_10.png,noise/sigma_10/input_32x32/5/5_5_02_f20420ee_r04c04__noise_sigma_10.png,noise/sigma_10/normalized_32x32/5/5_5_02_f20420ee_r04c04__noise_sigma_10.npy
6_6_01_52f5f834_r01c01__noise_sigma_10,6_6_01_52f5f834_r01c01,6,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r01c01.png,./data/raw/dataset/6_01.jpg,noise/sigma_10/processed_28x28/6/6_6_01_52f5f834_r01c01__noise_sigma_10.png,noise/sigma_10/input_32x32/6/6_6_01_52f5f834_r01c01__noise_sigma_10.png,noise/sigma_10/normalized_32x32/6/6_6_01_52f5f834_r01c01__noise_sigma_10.npy
6_6_01_52f5f834_r01c02__noise_sigma_10,6_6_01_52f5f834_r01c02,6,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r01c02.png,./data/raw/dataset/6_01.jpg,noise/sigma_10/processed_28x28/6/6_6_01_52f5f834_r01c02__noise_sigma_10.png,noise/sigma_10/input_32x32/6/6_6_01_52f5f834_r01c02__noise_sigma_10.png,noise/sigma_10/normalized_32x32/6/6_6_01_52f5f834_r01c02__noise_sigma_10.npy
6_6_01_52f5f834_r01c03__noise_sigma_10,6_6_01_52f5f834_r01c03,6,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r01c03.png,./data/raw/dataset/6_01.jpg,noise/sigma_10/processed_28x28/6/6_6_01_52f5f834_r01c03__noise_sigma_10.png,noise/sigma_10/input_32x32/6/6_6_01_52f5f834_r01c03__noise_sigma_10.png,noise/sigma_10/normalized_32x32/6/6_6_01_52f5f834_r01c03__noise_sigma_10.npy
6_6_01_52f5f834_r01c04__noise_sigma_10,6_6_01_52f5f834_r01c04,6,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r01c04.png,./data/raw/dataset/6_01.jpg,noise/sigma_10/processed_28x28/6/6_6_01_52f5f834_r01c04__noise_sigma_10.png,noise/sigma_10/input_32x32/6/6_6_01_52f5f834_r01c04__noise_sigma_10.png,noise/sigma_10/normalized_32x32/6/6_6_01_52f5f834_r01c04__noise_sigma_10.npy
6_6_01_52f5f834_r02c01__noise_sigma_10,6_6_01_52f5f834_r02c01,6,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r02c01.png,./data/raw/dataset/6_01.jpg,noise/sigma_10/processed_28x28/6/6_6_01_52f5f834_r02c01__noise_sigma_10.png,noise/sigma_10/input_32x32/6/6_6_01_52f5f834_r02c01__noise_sigma_10.png,noise/sigma_10/normalized_32x32/6/6_6_01_52f5f834_r02c01__noise_sigma_10.npy
6_6_01_52f5f834_r02c02__noise_sigma_10,6_6_01_52f5f834_r02c02,6,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r02c02.png,./data/raw/dataset/6_01.jpg,noise/sigma_10/processed_28x28/6/6_6_01_52f5f834_r02c02__noise_sigma_10.png,noise/sigma_10/input_32x32/6/6_6_01_52f5f834_r02c02__noise_sigma_10.png,noise/sigma_10/normalized_32x32/6/6_6_01_52f5f834_r02c02__noise_sigma_10.npy
6_6_01_52f5f834_r02c03__noise_sigma_10,6_6_01_52f5f834_r02c03,6,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r02c03.png,./data/raw/dataset/6_01.jpg,noise/sigma_10/processed_28x28/6/6_6_01_52f5f834_r02c03__noise_sigma_10.png,noise/sigma_10/input_32x32/6/6_6_01_52f5f834_r02c03__noise_sigma_10.png,noise/sigma_10/normalized_32x32/6/6_6_01_52f5f834_r02c03__noise_sigma_10.npy
6_6_01_52f5f834_r02c04__noise_sigma_10,6_6_01_52f5f834_r02c04,6,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r02c04.png,./data/raw/dataset/6_01.jpg,noise/sigma_10/processed_28x28/6/6_6_01_52f5f834_r02c04__noise_sigma_10.png,noise/sigma_10/input_32x32/6/6_6_01_52f5f834_r02c04__noise_sigma_10.png,noise/sigma_10/normalized_32x32/6/6_6_01_52f5f834_r02c04__noise_sigma_10.npy
6_6_01_52f5f834_r03c01__noise_sigma_10,6_6_01_52f5f834_r03c01,6,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r03c01.png,./data/raw/dataset/6_01.jpg,noise/sigma_10/processed_28x28/6/6_6_01_52f5f834_r03c01__noise_sigma_10.png,noise/sigma_10/input_32x32/6/6_6_01_52f5f834_r03c01__noise_sigma_10.png,noise/sigma_10/normalized_32x32/6/6_6_01_52f5f834_r03c01__noise_sigma_10.npy
6_6_01_52f5f834_r03c02__noise_sigma_10,6_6_01_52f5f834_r03c02,6,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r03c02.png,./data/raw/dataset/6_01.jpg,noise/sigma_10/processed_28x28/6/6_6_01_52f5f834_r03c02__noise_sigma_10.png,noise/sigma_10/input_32x32/6/6_6_01_52f5f834_r03c02__noise_sigma_10.png,noise/sigma_10/normalized_32x32/6/6_6_01_52f5f834_r03c02__noise_sigma_10.npy
6_6_01_52f5f834_r03c03__noise_sigma_10,6_6_01_52f5f834_r03c03,6,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r03c03.png,./data/raw/dataset/6_01.jpg,noise/sigma_10/processed_28x28/6/6_6_01_52f5f834_r03c03__noise_sigma_10.png,noise/sigma_10/input_32x32/6/6_6_01_52f5f834_r03c03__noise_sigma_10.png,noise/sigma_10/normalized_32x32/6/6_6_01_52f5f834_r03c03__noise_sigma_10.npy
6_6_01_52f5f834_r03c04__noise_sigma_10,6_6_01_52f5f834_r03c04,6,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r03c04.png,./data/raw/dataset/6_01.jpg,noise/sigma_10/processed_28x28/6/6_6_01_52f5f834_r03c04__noise_sigma_10.png,noise/sigma_10/input_32x32/6/6_6_01_52f5f834_r03c04__noise_sigma_10.png,noise/sigma_10/normalized_32x32/6/6_6_01_52f5f834_r03c04__noise_sigma_10.npy
6_6_01_52f5f834_r04c01__noise_sigma_10,6_6_01_52f5f834_r04c01,6,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r04c01.png,./data/raw/dataset/6_01.jpg,noise/sigma_10/processed_28x28/6/6_6_01_52f5f834_r04c01__noise_sigma_10.png,noise/sigma_10/input_32x32/6/6_6_01_52f5f834_r04c01__noise_sigma_10.png,noise/sigma_10/normalized_32x32/6/6_6_01_52f5f834_r04c01__noise_sigma_10.npy
6_6_01_52f5f834_r04c02__noise_sigma_10,6_6_01_52f5f834_r04c02,6,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r04c02.png,./data/raw/dataset/6_01.jpg,noise/sigma_10/processed_28x28/6/6_6_01_52f5f834_r04c02__noise_sigma_10.png,noise/sigma_10/input_32x32/6/6_6_01_52f5f834_r04c02__noise_sigma_10.png,noise/sigma_10/normalized_32x32/6/6_6_01_52f5f834_r04c02__noise_sigma_10.npy
6_6_01_52f5f834_r04c03__noise_sigma_10,6_6_01_52f5f834_r04c03,6,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r04c03.png,./data/raw/dataset/6_01.jpg,noise/sigma_10/processed_28x28/6/6_6_01_52f5f834_r04c03__noise_sigma_10.png,noise/sigma_10/input_32x32/6/6_6_01_52f5f834_r04c03__noise_sigma_10.png,noise/sigma_10/normalized_32x32/6/6_6_01_52f5f834_r04c03__noise_sigma_10.npy
6_6_01_52f5f834_r04c04__noise_sigma_10,6_6_01_52f5f834_r04c04,6,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r04c04.png,./data/raw/dataset/6_01.jpg,noise/sigma_10/processed_28x28/6/6_6_01_52f5f834_r04c04__noise_sigma_10.png,noise/sigma_10/input_32x32/6/6_6_01_52f5f834_r04c04__noise_sigma_10.png,noise/sigma_10/normalized_32x32/6/6_6_01_52f5f834_r04c04__noise_sigma_10.npy
6_6_02_ad596076_r01c01__noise_sigma_10,6_6_02_ad596076_r01c01,6,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r01c01.png,./data/raw/dataset/6_02.jpg,noise/sigma_10/processed_28x28/6/6_6_02_ad596076_r01c01__noise_sigma_10.png,noise/sigma_10/input_32x32/6/6_6_02_ad596076_r01c01__noise_sigma_10.png,noise/sigma_10/normalized_32x32/6/6_6_02_ad596076_r01c01__noise_sigma_10.npy
6_6_02_ad596076_r01c02__noise_sigma_10,6_6_02_ad596076_r01c02,6,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r01c02.png,./data/raw/dataset/6_02.jpg,noise/sigma_10/processed_28x28/6/6_6_02_ad596076_r01c02__noise_sigma_10.png,noise/sigma_10/input_32x32/6/6_6_02_ad596076_r01c02__noise_sigma_10.png,noise/sigma_10/normalized_32x32/6/6_6_02_ad596076_r01c02__noise_sigma_10.npy
6_6_02_ad596076_r01c03__noise_sigma_10,6_6_02_ad596076_r01c03,6,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r01c03.png,./data/raw/dataset/6_02.jpg,noise/sigma_10/processed_28x28/6/6_6_02_ad596076_r01c03__noise_sigma_10.png,noise/sigma_10/input_32x32/6/6_6_02_ad596076_r01c03__noise_sigma_10.png,noise/sigma_10/normalized_32x32/6/6_6_02_ad596076_r01c03__noise_sigma_10.npy
6_6_02_ad596076_r01c04__noise_sigma_10,6_6_02_ad596076_r01c04,6,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r01c04.png,./data/raw/dataset/6_02.jpg,noise/sigma_10/processed_28x28/6/6_6_02_ad596076_r01c04__noise_sigma_10.png,noise/sigma_10/input_32x32/6/6_6_02_ad596076_r01c04__noise_sigma_10.png,noise/sigma_10/normalized_32x32/6/6_6_02_ad596076_r01c04__noise_sigma_10.npy
6_6_02_ad596076_r02c01__noise_sigma_10,6_6_02_ad596076_r02c01,6,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r02c01.png,./data/raw/dataset/6_02.jpg,noise/sigma_10/processed_28x28/6/6_6_02_ad596076_r02c01__noise_sigma_10.png,noise/sigma_10/input_32x32/6/6_6_02_ad596076_r02c01__noise_sigma_10.png,noise/sigma_10/normalized_32x32/6/6_6_02_ad596076_r02c01__noise_sigma_10.npy
6_6_02_ad596076_r02c02__noise_sigma_10,6_6_02_ad596076_r02c02,6,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r02c02.png,./data/raw/dataset/6_02.jpg,noise/sigma_10/processed_28x28/6/6_6_02_ad596076_r02c02__noise_sigma_10.png,noise/sigma_10/input_32x32/6/6_6_02_ad596076_r02c02__noise_sigma_10.png,noise/sigma_10/normalized_32x32/6/6_6_02_ad596076_r02c02__noise_sigma_10.npy
6_6_02_ad596076_r02c03__noise_sigma_10,6_6_02_ad596076_r02c03,6,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r02c03.png,./data/raw/dataset/6_02.jpg,noise/sigma_10/processed_28x28/6/6_6_02_ad596076_r02c03__noise_sigma_10.png,noise/sigma_10/input_32x32/6/6_6_02_ad596076_r02c03__noise_sigma_10.png,noise/sigma_10/normalized_32x32/6/6_6_02_ad596076_r02c03__noise_sigma_10.npy
6_6_02_ad596076_r02c04__noise_sigma_10,6_6_02_ad596076_r02c04,6,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r02c04.png,./data/raw/dataset/6_02.jpg,noise/sigma_10/processed_28x28/6/6_6_02_ad596076_r02c04__noise_sigma_10.png,noise/sigma_10/input_32x32/6/6_6_02_ad596076_r02c04__noise_sigma_10.png,noise/sigma_10/normalized_32x32/6/6_6_02_ad596076_r02c04__noise_sigma_10.npy
6_6_02_ad596076_r03c01__noise_sigma_10,6_6_02_ad596076_r03c01,6,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r03c01.png,./data/raw/dataset/6_02.jpg,noise/sigma_10/processed_28x28/6/6_6_02_ad596076_r03c01__noise_sigma_10.png,noise/sigma_10/input_32x32/6/6_6_02_ad596076_r03c01__noise_sigma_10.png,noise/sigma_10/normalized_32x32/6/6_6_02_ad596076_r03c01__noise_sigma_10.npy
6_6_02_ad596076_r03c02__noise_sigma_10,6_6_02_ad596076_r03c02,6,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r03c02.png,./data/raw/dataset/6_02.jpg,noise/sigma_10/processed_28x28/6/6_6_02_ad596076_r03c02__noise_sigma_10.png,noise/sigma_10/input_32x32/6/6_6_02_ad596076_r03c02__noise_sigma_10.png,noise/sigma_10/normalized_32x32/6/6_6_02_ad596076_r03c02__noise_sigma_10.npy
6_6_02_ad596076_r03c03__noise_sigma_10,6_6_02_ad596076_r03c03,6,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r03c03.png,./data/raw/dataset/6_02.jpg,noise/sigma_10/processed_28x28/6/6_6_02_ad596076_r03c03__noise_sigma_10.png,noise/sigma_10/input_32x32/6/6_6_02_ad596076_r03c03__noise_sigma_10.png,noise/sigma_10/normalized_32x32/6/6_6_02_ad596076_r03c03__noise_sigma_10.npy
6_6_02_ad596076_r03c04__noise_sigma_10,6_6_02_ad596076_r03c04,6,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r03c04.png,./data/raw/dataset/6_02.jpg,noise/sigma_10/processed_28x28/6/6_6_02_ad596076_r03c04__noise_sigma_10.png,noise/sigma_10/input_32x32/6/6_6_02_ad596076_r03c04__noise_sigma_10.png,noise/sigma_10/normalized_32x32/6/6_6_02_ad596076_r03c04__noise_sigma_10.npy
6_6_02_ad596076_r04c01__noise_sigma_10,6_6_02_ad596076_r04c01,6,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r04c01.png,./data/raw/dataset/6_02.jpg,noise/sigma_10/processed_28x28/6/6_6_02_ad596076_r04c01__noise_sigma_10.png,noise/sigma_10/input_32x32/6/6_6_02_ad596076_r04c01__noise_sigma_10.png,noise/sigma_10/normalized_32x32/6/6_6_02_ad596076_r04c01__noise_sigma_10.npy
6_6_02_ad596076_r04c02__noise_sigma_10,6_6_02_ad596076_r04c02,6,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r04c02.png,./data/raw/dataset/6_02.jpg,noise/sigma_10/processed_28x28/6/6_6_02_ad596076_r04c02__noise_sigma_10.png,noise/sigma_10/input_32x32/6/6_6_02_ad596076_r04c02__noise_sigma_10.png,noise/sigma_10/normalized_32x32/6/6_6_02_ad596076_r04c02__noise_sigma_10.npy
6_6_02_ad596076_r04c03__noise_sigma_10,6_6_02_ad596076_r04c03,6,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r04c03.png,./data/raw/dataset/6_02.jpg,noise/sigma_10/processed_28x28/6/6_6_02_ad596076_r04c03__noise_sigma_10.png,noise/sigma_10/input_32x32/6/6_6_02_ad596076_r04c03__noise_sigma_10.png,noise/sigma_10/normalized_32x32/6/6_6_02_ad596076_r04c03__noise_sigma_10.npy
6_6_02_ad596076_r04c04__noise_sigma_10,6_6_02_ad596076_r04c04,6,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r04c04.png,./data/raw/dataset/6_02.jpg,noise/sigma_10/processed_28x28/6/6_6_02_ad596076_r04c04__noise_sigma_10.png,noise/sigma_10/input_32x32/6/6_6_02_ad596076_r04c04__noise_sigma_10.png,noise/sigma_10/normalized_32x32/6/6_6_02_ad596076_r04c04__noise_sigma_10.npy
7_7_01_254ebf4a_r01c01__noise_sigma_10,7_7_01_254ebf4a_r01c01,7,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/7/7_7_01_254ebf4a_r01c01.png,./data/raw/dataset/7_01.jpg,noise/sigma_10/processed_28x28/7/7_7_01_254ebf4a_r01c01__noise_sigma_10.png,noise/sigma_10/input_32x32/7/7_7_01_254ebf4a_r01c01__noise_sigma_10.png,noise/sigma_10/normalized_32x32/7/7_7_01_254ebf4a_r01c01__noise_sigma_10.npy
7_7_01_254ebf4a_r01c02__noise_sigma_10,7_7_01_254ebf4a_r01c02,7,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/7/7_7_01_254ebf4a_r01c02.png,./data/raw/dataset/7_01.jpg,noise/sigma_10/processed_28x28/7/7_7_01_254ebf4a_r01c02__noise_sigma_10.png,noise/sigma_10/input_32x32/7/7_7_01_254ebf4a_r01c02__noise_sigma_10.png,noise/sigma_10/normalized_32x32/7/7_7_01_254ebf4a_r01c02__noise_sigma_10.npy
7_7_01_254ebf4a_r01c03__noise_sigma_10,7_7_01_254ebf4a_r01c03,7,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/7/7_7_01_254ebf4a_r01c03.png,./data/raw/dataset/7_01.jpg,noise/sigma_10/processed_28x28/7/7_7_01_254ebf4a_r01c03__noise_sigma_10.png,noise/sigma_10/input_32x32/7/7_7_01_254ebf4a_r01c03__noise_sigma_10.png,noise/sigma_10/normalized_32x32/7/7_7_01_254ebf4a_r01c03__noise_sigma_10.npy
7_7_01_254ebf4a_r01c04__noise_sigma_10,7_7_01_254ebf4a_r01c04,7,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/7/7_7_01_254ebf4a_r01c04.png,./data/raw/dataset/7_01.jpg,noise/sigma_10/processed_28x28/7/7_7_01_254ebf4a_r01c04__noise_sigma_10.png,noise/sigma_10/input_32x32/7/7_7_01_254ebf4a_r01c04__noise_sigma_10.png,noise/sigma_10/normalized_32x32/7/7_7_01_254ebf4a_r01c04__noise_sigma_10.npy
7_7_01_254ebf4a_r02c01__noise_sigma_10,7_7_01_254ebf4a_r02c01,7,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/7/7_7_01_254ebf4a_r02c01.png,./data/raw/dataset/7_01.jpg,noise/sigma_10/processed_28x28/7/7_7_01_254ebf4a_r02c01__noise_sigma_10.png,noise/sigma_10/input_32x32/7/7_7_01_254ebf4a_r02c01__noise_sigma_10.png,noise/sigma_10/normalized_32x32/7/7_7_01_254ebf4a_r02c01__noise_sigma_10.npy
7_7_01_254ebf4a_r02c02__noise_sigma_10,7_7_01_254ebf4a_r02c02,7,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/7/7_7_01_254ebf4a_r02c02.png,./data/raw/dataset/7_01.jpg,noise/sigma_10/processed_28x28/7/7_7_01_254ebf4a_r02c02__noise_sigma_10.png,noise/sigma_10/input_32x32/7/7_7_01_254ebf4a_r02c02__noise_sigma_10.png,noise/sigma_10/normalized_32x32/7/7_7_01_254ebf4a_r02c02__noise_sigma_10.npy
7_7_01_254ebf4a_r02c03__noise_sigma_10,7_7_01_254ebf4a_r02c03,7,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/7/7_7_01_254ebf4a_r02c03.png,./data/raw/dataset/7_01.jpg,noise/sigma_10/processed_28x28/7/7_7_01_254ebf4a_r02c03__noise_sigma_10.png,noise/sigma_10/input_32x32/7/7_7_01_254ebf4a_r02c03__noise_sigma_10.png,noise/sigma_10/normalized_32x32/7/7_7_01_254ebf4a_r02c03__noise_sigma_10.npy
7_7_01_254ebf4a_r02c04__noise_sigma_10,7_7_01_254ebf4a_r02c04,7,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/7/7_7_01_254ebf4a_r02c04.png,./data/raw/dataset/7_01.jpg,noise/sigma_10/processed_28x28/7/7_7_01_254ebf4a_r02c04__noise_sigma_10.png,noise/sigma_10/input_32x32/7/7_7_01_254ebf4a_r02c04__noise_sigma_10.png,noise/sigma_10/normalized_32x32/7/7_7_01_254ebf4a_r02c04__noise_sigma_10.npy
7_7_01_254ebf4a_r03c01__noise_sigma_10,7_7_01_254ebf4a_r03c01,7,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/7/7_7_01_254ebf4a_r03c01.png,./data/raw/dataset/7_01.jpg,noise/sigma_10/processed_28x28/7/7_7_01_254ebf4a_r03c01__noise_sigma_10.png,noise/sigma_10/input_32x32/7/7_7_01_254ebf4a_r03c01__noise_sigma_10.png,noise/sigma_10/normalized_32x32/7/7_7_01_254ebf4a_r03c01__noise_sigma_10.npy
7_7_01_254ebf4a_r03c02__noise_sigma_10,7_7_01_254ebf4a_r03c02,7,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/7/7_7_01_254ebf4a_r03c02.png,./data/raw/dataset/7_01.jpg,noise/sigma_10/processed_28x28/7/7_7_01_254ebf4a_r03c02__noise_sigma_10.png,noise/sigma_10/input_32x32/7/7_7_01_254ebf4a_r03c02__noise_sigma_10.png,noise/sigma_10/normalized_32x32/7/7_7_01_254ebf4a_r03c02__noise_sigma_10.npy
7_7_01_254ebf4a_r03c03__noise_sigma_10,7_7_01_254ebf4a_r03c03,7,noise,sigma=10/255,./data/preprocessed/dataset/processed_28x28/7/7_7_01_254ebf4a_r03c03.png,./data/raw/dataset/7_01.jpg,noise/sigma_10/processed_28x28/7/7_7_01_254ebf4a_r03c03__noise_sigma_10.png,noise/sigma_10/input_32x32/7/7_7_01_254ebf4a_r03c03__noise_sigma_10.png,noise/sigma_10/normalized_32x32/7/7_7_01_254ebf4a_r03c03__noise_sigma_10.npy
